Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\2c2d2h.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 230 freq,BET 115 freq,BET 69 freq,CHECK freq
Ah Jd 2c,46.321,60.34,129.287,93.1508,39.66,99.2129,108.778,0.00,32.13,0.00,67.87
Ah Jd 3c,51.3657,59.55,125.143,91.3614,40.45,103.357,111.107,0.00,32.83,0.00,67.17
Ah Jd 4c,47.4818,59.97,127.509,92.4449,40.03,100.991,109.689,0.00,32.67,0.01,67.32
Ah Jd 5c,49.96,59.43,124.475,91.07,40.57,104.025,111.472,0.00,34.20,0.01,65.79
Ah Jd 6c,48.3715,59.58,125.583,91.6451,40.42,102.917,110.701,0.00,34.26,0.00,65.74
Ah Jd 7c,39.2586,58.11,122.875,91.9309,41.89,105.625,109.638,0.95,36.72,0.00,62.32
Ah Jd 8c,46.9873,58.55,123.285,91.5454,41.45,105.215,110.37,1.78,34.54,0.00,63.67
Ah Jd 9c,49.883,59.24,123.677,90.7639,40.76,104.823,111.826,3.00,34.49,0.25,62.27
Ah Jd Tc,78.8899,61.77,132.453,93.2269,38.23,96.0467,109.239,1.77,23.03,0.01,75.20
Ah Kd Kc,62.0188,62.40,145.11,101.109,37.60,83.3899,96.4243,0.00,25.00,0.00,75.00
Ah Kd 2c,57.5598,60.39,131.083,94.3786,39.61,97.4174,106.923,0.00,30.34,0.01,69.65
Ah Kd 3c,63.3178,59.54,126.986,92.7329,40.46,101.514,109.082,0.00,30.93,0.02,69.05
Ah Kd 4c,59.5377,59.92,128.868,93.5002,40.08,99.6319,108.092,0.00,30.67,0.01,69.32
Ah Kd 5c,60.6651,59.33,126.084,92.4011,40.67,102.416,109.481,0.00,32.22,0.01,67.77
Ah Kd 6c,55.6842,59.48,126.904,92.7695,40.52,101.597,109.003,0.00,32.57,0.00,67.43
Ah Kd 7c,51.9301,59.52,127.765,93.3227,40.48,100.735,108.209,0.00,33.78,0.01,66.21
Ah Kd 8c,52.7775,59.24,127.707,93.7268,40.76,100.793,107.518,0.00,33.50,0.01,66.48
Ah Kd 9c,53.5791,59.65,127.899,93.2273,40.35,100.601,108.395,0.80,33.14,0.00,66.06
Ah Kd Jc,44.4403,60.74,131.607,94.2033,39.26,96.8926,107.308,7.23,20.05,0.01,72.70
Ah Kd Qc,48.3299,61.10,133.618,95.0853,38.90,94.8815,106.042,2.94,22.96,0.01,74.10
Ah Kd Tc,48.1399,60.56,132.671,95.2554,39.44,95.8291,105.631,8.69,18.81,0.01,72.50
Ah Qd Qc,70.4957,61.76,138.561,97.5471,38.24,89.9391,102.256,0.00,20.68,0.00,79.32
Ah Qd 2c,50.2936,60.45,127.811,91.9301,39.55,100.689,110.684,0.00,30.25,0.00,69.74
Ah Qd 3c,56.6076,59.60,123.608,90.1784,40.40,104.892,112.872,0.00,30.83,0.00,69.17
Ah Qd 4c,52.7274,59.92,125.667,91.1851,40.08,102.833,111.551,0.00,30.78,0.00,69.22
Ah Qd 5c,56.2107,59.32,122.649,89.8902,40.68,105.851,113.14,0.00,32.04,0.00,67.95
Ah Qd 6c,50.9507,59.89,124.191,90.1547,40.11,104.309,113.075,0.00,32.95,0.01,67.04
Ah Qd 7c,48.5596,59.85,125.524,91.1928,40.15,102.976,111.502,0.00,32.49,0.00,67.51
Ah Qd 8c,45.8339,58.28,122.551,91.4238,41.72,105.949,110.417,0.28,35.17,0.01,64.53
Ah Qd 9c,51.009,59.07,124.383,91.5549,40.93,104.117,110.593,0.70,33.48,0.01,65.81
Ah Qd Jc,55.7693,61.05,130.763,93.1305,38.95,97.7367,109.091,1.58,25.34,0.00,73.07
Ah Qd Tc,32.8818,61.90,136.201,95.6702,38.10,92.2995,105.322,3.63,17.49,0.00,78.88
Ah Td Tc,63.1014,59.21,129.597,95.1705,40.79,98.9026,105.411,0.00,30.31,0.00,69.68
Ah Td 2c,47.4982,58.50,125.401,93.2005,41.50,103.099,108.014,0.00,34.69,0.00,65.31
Ah Td 3c,51.8205,57.76,121.477,91.4394,42.24,107.023,110.163,0.00,35.85,0.01,64.14
Ah Td 4c,48.0704,58.27,124.041,92.5596,41.73,104.459,108.825,0.00,35.07,0.00,64.93
Ah Td 5c,49.3272,57.57,121.156,91.5014,42.43,107.344,109.994,0.00,36.31,0.30,63.38
Ah Td 6c,43.0206,56.52,118.784,91.3729,43.48,109.716,109.715,0.00,38.97,0.01,61.02
Ah Td 7c,42.4042,56.47,119.637,92.1102,43.53,108.863,108.738,0.89,38.34,0.02,60.75
Ah Td 8c,45.0534,56.91,119.69,91.4368,43.09,108.81,109.798,1.39,38.20,0.01,60.41
Ah Td 9c,46.7589,57.39,119.163,90.2845,42.61,109.337,111.553,2.64,38.75,0.00,58.61
Jc 2d 2c,7.46266,51.49,115.921,97.8766,48.51,112.579,100.91,10.66,20.07,7.78,61.49
Jc 3c 2c,84.3962,54.35,114.324,91.4622,45.65,114.176,108.734,3.34,3.85,20.14,72.66
Jc 3c 2d,17.9484,50.88,99.8576,85.3232,49.12,128.642,113.877,8.32,19.81,24.91,46.95
Jc 3d 3c,8.92995,52.37,116.447,96.671,47.63,112.053,102.291,11.05,22.57,4.22,62.15
Jc 3d 2c,17.8555,50.90,100.096,85.493,49.10,128.404,113.713,8.15,18.89,25.87,47.09
Jc 4c 2c,73.5556,54.52,115.117,91.7994,45.48,113.383,108.398,2.99,3.31,20.48,73.22
Jc 4c 2d,10.5917,49.64,98.953,86.6629,50.36,129.547,111.854,8.67,18.49,24.53,48.32
Jc 4c 3c,81.7763,53.78,112.601,91.0332,46.22,115.899,109.022,4.19,1.01,25.93,68.88
Jc 4c 3d,18.327,49.79,96.1966,84.0104,50.21,132.303,114.554,9.02,14.93,33.58,42.46
Jc 4d 4c,16.338,53.57,120.205,97.5588,46.43,108.294,101.412,9.41,23.07,6.92,60.60
Jc 4d 2c,12.0975,50.01,99.8289,86.799,49.99,128.671,111.9,8.49,17.97,24.74,48.81
Jc 4d 3c,20.9309,50.19,97.0918,84.1118,49.81,131.408,114.699,9.07,14.07,34.64,42.22
Jc 5c 2c,74.4992,54.53,115.389,92.0023,45.47,113.111,108.157,2.73,3.91,19.40,73.96
Jc 5c 2d,14.1334,50.02,100.845,87.6616,49.98,127.655,111.042,7.67,18.41,23.70,50.22
Jc 5c 3c,82.4827,53.72,112.734,91.2369,46.28,115.766,108.764,3.63,1.85,24.56,69.95
Jc 5c 3d,23.4455,50.35,98.9645,85.4638,49.65,129.536,113.426,8.68,15.03,31.77,44.52
Jc 5c 4c,83.4791,53.16,111.02,90.7955,46.84,117.48,109.055,4.25,0.37,27.35,68.03
Jc 5c 4d,24.7477,49.94,96.5783,84.0816,50.06,131.922,114.577,10.61,12.08,37.51,39.80
Jc 5d 5c,25.3429,53.96,119.773,96.5035,46.04,108.727,102.682,8.20,25.56,5.62,60.62
Jc 5d 2c,17.7245,50.67,102.434,87.9006,49.33,126.066,111.104,7.26,18.66,22.89,51.20
Jc 5d 3c,27.3508,50.61,99.2415,85.2528,49.39,129.258,113.793,8.89,16.49,29.34,45.29
Jc 5d 4c,26.4251,50.04,96.8098,84.1214,49.96,131.69,114.596,10.66,12.85,36.04,40.44
Jc 6c 2c,77.7727,54.78,115.941,92.0164,45.22,112.559,108.23,0.59,0.04,24.96,74.41
Jc 6c 2d,16.1137,51.46,104.316,88.1283,48.54,124.184,111.245,7.19,16.42,21.75,54.63
Jc 6c 3c,86.0177,54.04,113.891,91.6373,45.96,114.609,108.413,1.12,0.15,25.29,73.43
Jc 6c 3d,26.7997,51.53,102.737,86.68,48.47,125.763,112.817,7.20,14.88,26.81,51.11
Jc 6c 4c,75.695,54.02,113.96,91.7291,45.98,114.54,108.297,2.49,0.39,25.70,71.43
Jc 6c 4d,19.0316,50.17,99.1971,85.9615,49.83,129.303,112.827,9.03,11.66,32.26,47.04
Jc 6c 5c,87.5939,53.29,112.728,91.967,46.71,115.772,107.769,2.17,0.04,26.45,71.35
Jc 6c 5d,33.5153,50.63,99.1556,85.1574,49.37,129.344,113.897,8.04,1.21,48.20,42.55
Jc 6d 6c,19.7142,54.67,122.587,97.5006,45.33,105.913,101.575,8.83,23.28,2.96,64.94
Jc 6d 2c,18.9838,51.75,105.141,88.3353,48.25,123.359,111.16,6.83,17.26,20.54,55.37
Jc 6d 3c,29.9495,51.67,102.945,86.6193,48.33,125.555,112.958,7.13,17.78,23.08,52.00
Jc 6d 4c,19.5081,50.30,99.578,86.0784,49.70,128.922,112.776,8.53,10.22,34.77,46.48
Jc 6d 5c,31.9476,50.59,99.3145,85.3521,49.41,129.186,113.678,8.19,0.68,48.80,42.33
Jc 7c 2c,77.9669,54.65,115.311,91.7411,45.35,113.189,108.514,2.70,1.69,22.36,73.26
Jc 7c 2d,16.5004,52.39,106.055,88.0138,47.61,122.445,111.82,7.77,20.75,16.21,55.27
Jc 7c 3c,83.9845,53.74,112.631,91.1181,46.26,115.869,108.909,3.72,1.83,24.68,69.77
Jc 7c 3d,19.6419,51.22,98.113,83.2834,48.78,130.387,116.216,9.28,17.12,28.08,45.52
Jc 7c 4c,73.4516,53.56,111.965,90.8931,46.44,116.535,109.098,4.48,0.55,27.36,67.61
Jc 7c 4d,17.8926,50.55,97.341,83.7277,49.45,131.159,115.314,10.46,16.88,27.58,45.08
Jc 7c 5c,75.0566,53.32,111.608,91.0031,46.68,116.892,108.881,4.58,0.05,29.44,65.93
Jc 7c 5d,25.7152,50.65,98.462,84.515,49.35,130.038,114.574,10.28,12.56,32.59,44.57
Jc 7c 6c,92.8252,53.23,113.053,92.3488,46.77,115.447,107.312,3.25,0.04,26.19,70.52
Jc 7c 6d,30.593,51.30,99.1804,84.0586,48.70,129.32,115.453,7.64,11.58,31.31,49.47
Jc 7d 7c,12.2289,54.94,122.537,96.9804,45.06,105.963,102.234,7.99,23.43,2.32,66.26
Jc 7d 2c,18.482,52.55,106.614,88.213,47.45,121.885,111.679,6.79,20.40,16.77,56.04
Jc 7d 3c,22.8711,51.40,98.8378,83.5979,48.60,129.662,116.008,9.27,18.56,25.72,46.45
Jc 7d 4c,18.1429,50.81,98.4105,84.2122,49.19,130.09,114.981,9.69,16.00,28.92,45.39
Jc 7d 5c,24.7287,50.74,98.9255,84.7612,49.26,129.574,114.376,10.33,13.09,31.45,45.14
Jc 7d 6c,30.266,51.36,99.4706,84.2082,48.64,129.029,115.333,7.65,13.22,28.60,50.53
Jc 8c 2c,69.0221,54.27,113.587,90.9924,45.73,114.913,109.265,5.64,4.85,18.53,70.98
Jc 8c 2d,20.8398,52.40,106.602,88.4567,47.60,121.898,111.336,8.40,20.14,15.52,55.94
Jc 8c 3c,76.9579,53.96,112.896,90.9631,46.04,115.604,109.176,5.67,3.60,21.92,68.81
Jc 8c 3d,26.5325,52.07,104.612,87.3504,47.93,123.888,112.382,8.78,20.41,15.87,54.95
Jc 8c 4c,58.996,53.12,110.153,90.1525,46.88,118.347,109.769,7.23,0.03,29.10,63.63
Jc 8c 4d,20.3796,50.73,99.0937,84.9232,49.27,129.406,114.202,10.64,15.89,27.25,46.22
Jc 8c 5c,59.9626,52.55,108.514,89.7765,47.45,119.986,109.949,7.03,0.03,30.54,62.40
Jc 8c 5d,26.2557,50.46,98.5438,84.9058,49.54,129.956,114.059,10.60,8.92,36.10,44.38
Jc 8c 6c,66.1373,53.46,111.555,90.7308,46.54,116.945,109.245,5.85,0.56,26.85,66.74
Jc 8c 6d,22.2401,50.56,98.8709,85.0281,49.44,129.629,113.99,9.59,12.84,25.37,52.19
Jc 8c 7c,82.616,52.71,109.454,90.278,47.29,119.046,109.458,9.72,0.02,25.75,64.52
Jc 8c 7d,40.7855,50.96,95.9182,81.8357,49.04,132.582,117.546,12.74,0.00,46.88,40.38
Jc 8d 8c,25.3293,54.81,121.211,96.1532,45.19,107.289,103.222,7.06,22.86,4.14,65.95
Jc 8d 2c,23.1295,52.34,106.232,88.2532,47.66,122.268,111.53,7.52,19.09,17.13,56.25
Jc 8d 3c,30.0774,52.09,104.462,87.1847,47.91,124.038,112.574,7.88,18.32,18.64,55.17
Jc 8d 4c,22.8146,50.95,99.7949,85.1678,49.05,128.705,114.075,10.03,13.78,30.10,46.09
Jc 8d 5c,27.8156,50.71,99.5823,85.3759,49.29,128.918,113.724,10.26,9.69,34.81,45.24
Jc 8d 6c,24.9657,50.87,99.9262,85.4071,49.13,128.574,113.782,8.52,9.94,29.11,52.43
Jc 8d 7c,43.2871,51.01,95.9637,81.7951,48.99,132.536,117.624,12.55,0.00,46.81,40.63
Jc 9c 2c,65.6751,53.37,111.02,90.4492,46.63,117.48,109.531,6.75,5.60,18.77,68.88
Jc 9c 2d,26.5603,51.22,98.9927,84.0244,48.78,129.507,115.44,9.88,16.44,21.10,52.58
Jc 9c 3c,74.0716,53.16,110.704,90.5339,46.84,117.796,109.353,7.13,6.01,19.17,67.69
Jc 9c 3d,31.6278,51.01,96.8257,82.5218,48.99,131.674,116.871,10.27,14.96,24.63,50.15
Jc 9c 4c,55.6079,52.25,107.825,89.7207,47.75,120.675,109.883,8.00,3.91,23.36,64.73
Jc 9c 4d,29.6548,50.80,97.1493,83.1488,49.20,131.351,116.073,10.61,11.78,30.68,46.94
Jc 9c 5c,51.1687,51.26,104.764,88.8606,48.74,123.736,110.377,9.31,1.53,27.48,61.69
Jc 9c 5d,32.1064,49.80,91.8259,80.1716,50.20,136.674,118.37,11.38,1.01,48.47,39.15
Jc 9c 6c,60.1722,52.33,108.616,90.2392,47.67,119.884,109.348,6.36,5.16,21.73,66.76
Jc 9c 6d,30.1354,49.71,93.3397,81.6391,50.29,135.16,116.852,9.65,9.74,31.15,49.45
Jc 9c 7c,63.3032,51.90,106.614,89.3176,48.10,121.886,110.17,10.44,4.63,23.22,61.71
Jc 9c 7d,35.7815,49.98,91.317,79.4306,50.02,137.183,119.253,16.09,0.02,44.75,39.13
Jc 9c 8c,67.7812,52.01,106.269,88.8323,47.99,122.231,110.745,11.05,4.40,22.90,61.65
Jc 9c 8d,44.8264,51.29,94.477,80.0815,48.71,134.023,119.638,13.64,15.14,24.85,46.38
Jc 9d 9c,31.9675,54.38,115.88,92.6564,45.62,112.62,107.322,12.21,23.00,0.53,64.26
Jc 9d 2c,29.4779,51.45,99.3795,83.9817,48.55,129.12,115.632,9.09,12.21,27.07,51.63
Jc 9d 3c,35.7975,51.26,97.1646,82.4177,48.74,131.335,117.152,10.01,10.26,31.76,47.97
Jc 9d 4c,31.7672,51.03,97.6804,83.2234,48.97,130.82,116.151,9.78,7.95,36.13,46.14
Jc 9d 5c,33.8289,50.21,93.1182,80.63,49.79,135.382,118.225,10.70,0.13,49.71,39.46
Jc 9d 6c,33.2125,50.34,95.1125,82.1429,49.66,133.387,116.791,8.66,5.80,36.81,48.72
Jc 9d 7c,38.7321,50.40,92.7826,80.0378,49.60,135.717,118.97,15.84,0.01,45.19,38.96
Jc 9d 8c,45.2039,51.32,94.5288,80.082,48.68,133.971,119.66,13.81,14.98,25.34,45.87
Jd Jc 2c,6.07684,51.28,106.012,89.8901,48.72,122.488,109.3,14.60,12.76,17.03,55.62
Jd Jc 3c,15.1787,52.61,107.567,88.8981,47.39,120.933,110.948,14.26,14.31,18.12,53.31
Jd Jc 4c,5.32047,51.70,106.798,89.819,48.30,121.702,109.546,15.72,11.37,19.27,53.64
Jd Jc 5c,7.12833,52.68,109.798,90.615,47.32,118.703,109.071,13.56,8.78,21.76,55.91
Jd Jc 6c,7.35974,53.54,113.121,91.8673,46.46,115.379,107.967,10.29,9.08,17.72,62.91
Jd Jc 7c,7.60791,52.75,110.403,90.9991,47.25,118.097,108.668,9.98,6.50,21.85,61.67
Jd Jc 8c,10.1748,52.76,112.963,93.0959,47.24,115.537,106.329,8.26,7.77,20.29,63.69
Jd Jc 9c,16.9111,53.45,115.005,93.5566,46.55,113.495,105.997,10.92,12.69,14.06,62.34
Jh Jd Jc,0.01396,57.92,112.044,84.1017,42.08,116.457,120.338,34.65,5.15,9.19,51.01
Jd Jc Tc,3.42848,52.71,112.937,93.1602,47.29,115.563,106.244,15.21,11.58,7.54,65.67
Jc Tc 2c,46.3157,52.93,108.786,89.3621,47.07,119.714,110.576,12.30,18.39,4.70,64.61
Jc Tc 2d,21.8392,53.78,104.142,84.1911,46.22,124.358,116.985,11.94,16.60,12.86,58.59
Jc Tc 3c,53.0775,52.96,108.245,88.8696,47.04,120.255,111.144,12.48,16.51,8.96,62.05
Jc Tc 3d,26.675,53.12,100.756,82.47,46.88,127.744,118.472,12.29,18.59,11.44,57.68
Jc Tc 4c,38.7372,51.84,105.286,88.3018,48.16,123.214,111.238,14.43,17.30,8.03,60.23
Jc Tc 4d,24.0768,53.02,100.739,82.6102,46.98,127.761,118.237,12.23,17.95,14.51,55.31
Jc Tc 5c,36.3864,51.85,105.284,88.2823,48.15,123.216,111.265,14.04,16.76,10.06,59.14
Jc Tc 5d,25.1066,52.47,98.2672,81.4326,47.53,130.233,119.122,11.71,20.08,13.30,54.91
Jc Tc 6c,37.7165,52.24,107.085,89.1328,47.76,121.415,110.519,11.49,17.23,8.51,62.78
Jc Tc 6d,23.0992,52.59,99.4165,82.1909,47.41,129.083,118.379,10.41,19.68,12.58,57.33
Jc Tc 7c,43.6301,51.26,100.543,85.2852,48.74,127.957,114.135,20.12,17.53,13.48,48.87
Jc Tc 7d,33.467,49.95,87.2849,75.9781,50.05,141.215,122.669,18.43,33.60,0.01,47.96
Jc Tc 8c,34.993,50.42,98.3393,84.7921,49.58,130.161,114.153,20.87,18.37,13.21,47.54
Jc Tc 8d,35.8081,49.39,84.6579,74.528,50.61,143.842,123.567,25.32,26.52,1.37,46.78
Jc Tc 9c,69.8806,53.75,111.891,90.5089,46.25,116.609,109.619,9.51,0.00,29.66,60.83
Jc Tc 9d,74.7702,54.09,108.412,87.147,45.91,120.088,113.721,12.62,30.14,1.58,55.65
Jc Td Tc,23.4317,55.99,120.614,93.6649,44.01,107.886,106.577,15.62,18.30,0.01,66.08
Jc Td 2c,22.4108,54.56,107.154,85.3927,45.44,121.346,116.103,9.81,14.46,14.81,60.92
Jc Td 3c,28.3042,53.88,103.674,83.6596,46.12,124.826,117.676,10.03,17.25,12.76,59.96
Jc Td 4c,23.5399,53.72,103.21,83.5314,46.28,125.29,117.708,9.69,15.75,17.01,57.55
Jc Td 5c,24.981,52.99,100.269,82.2781,47.01,128.231,118.586,9.08,18.89,14.84,57.19
Jc Td 6c,25.2704,53.41,102.297,83.2674,46.59,126.203,117.786,8.18,20.08,11.38,60.36
Jc Td 7c,35.5592,50.54,89.8232,77.2676,49.46,138.677,121.913,17.49,33.96,0.43,48.11
Jc Td 8c,35.6977,49.86,87.1185,75.9653,50.14,141.381,122.601,23.82,26.38,1.78,48.01
Jc Td 9c,75.0022,54.25,109.534,87.7812,45.75,118.966,113.065,11.79,30.86,0.01,57.34
Jd 3c 2c,22.7185,51.88,102.441,85.8433,48.12,126.059,113.91,7.89,19.30,23.59,49.22
Jd 4c 2c,13.7442,50.97,102.242,87.2228,49.03,126.258,111.95,8.03,17.49,24.16,50.32
Jd 4c 3c,23.9197,50.86,98.7279,84.3941,49.14,129.772,114.827,9.05,14.99,31.60,44.37
Jd 5c 2c,19.0949,51.32,103.787,87.9308,48.68,124.713,111.383,7.18,16.05,24.87,51.90
Jd 5c 3c,29.1347,51.10,100.108,85.1798,48.90,128.392,114.152,8.72,11.83,33.59,45.86
Jd 5c 4c,33.3419,50.57,97.9215,84.1947,49.43,130.578,114.848,10.13,9.80,38.27,41.81
Jd 6c 2c,21.8522,52.26,106.018,88.2008,47.74,122.482,111.551,6.77,14.43,23.32,55.48
Jd 6c 3c,33.17,52.01,103.312,86.3583,47.99,125.188,113.428,7.37,14.77,25.17,52.69
Jd 6c 4c,22.0675,50.78,100.561,86.0954,49.22,127.939,113.022,8.26,8.95,33.86,48.93
Jd 6c 5c,39.0892,50.85,99.3576,84.9527,49.15,129.142,114.241,8.08,2.02,45.10,44.81
Jd 7c 2c,19.4332,52.81,106.338,87.5452,47.19,122.162,112.557,6.84,19.18,17.73,56.25
Jd 7c 3c,24.9331,51.74,98.9757,83.1637,48.26,129.524,116.702,9.89,17.91,25.19,47.00
Jd 7c 4c,19.4831,51.10,98.4392,83.7575,48.90,130.061,115.639,9.70,14.29,29.61,46.40
Jd 7c 5c,26.4362,50.93,98.4469,84.0471,49.07,130.053,115.227,10.58,8.74,36.18,44.49
Jd 7c 6c,40.4174,51.65,99.6832,83.9173,48.35,128.817,115.829,7.19,5.19,38.32,49.29
Jd 8c 2c,22.807,52.72,106.535,87.8641,47.28,121.965,112.152,7.91,18.83,16.40,56.86
Jd 8c 3c,30.0324,52.35,104.323,86.6363,47.65,124.177,113.316,8.30,17.45,18.74,55.51
Jd 8c 4c,22.9069,51.11,99.367,84.5264,48.89,129.133,114.844,10.08,12.16,31.02,46.73
Jd 8c 5c,27.0521,50.72,98.5244,84.4525,49.28,129.976,114.681,10.99,8.56,34.72,45.72
Jd 8c 6c,24.9412,51.02,99.7585,85.0114,48.98,128.741,114.281,9.57,11.46,25.66,53.32
Jd 8c 7c,46.7296,51.14,96.7037,82.2077,48.86,131.796,117.291,12.55,0.01,45.97,41.48
Jd 9c 2c,27.5518,51.59,99.723,84.0412,48.41,128.777,115.661,9.38,16.14,21.35,53.13
Jd 9c 3c,32.9587,51.27,97.0448,82.292,48.73,131.455,117.295,10.03,12.59,28.18,49.19
Jd 9c 4c,28.998,51.05,97.615,83.1301,48.95,130.885,116.264,10.27,13.27,28.47,47.99
Jd 9c 5c,30.0331,49.94,91.8406,79.9603,50.06,136.659,118.687,11.38,4.32,43.40,40.90
Jd 9c 6c,30.4214,50.20,94.4713,81.8261,49.80,134.029,117.009,9.50,9.52,31.03,49.95
Jd 9c 7c,37.0519,50.30,92.3755,79.8499,49.70,136.124,119.08,15.37,0.11,44.78,39.75
Jd 9c 8c,47.4857,51.26,94.2567,79.9468,48.74,134.243,119.753,14.38,15.07,25.61,44.94
Jh Jd 2c,0.01658,54.93,101.872,80.6331,45.07,126.632,122.16,21.37,9.63,15.75,53.24
Jh Jd 3c,0.37903,53.06,102.572,84.0463,46.94,125.928,116.646,20.40,12.37,19.60,47.63
Jh Jd 4c,0.10928,52.18,101.304,84.4089,47.82,127.196,115.649,22.73,11.52,15.85,49.91
Jh Jd 5c,0.09603,53.03,110.707,90.7619,46.97,117.792,109.042,18.28,8.55,18.60,54.58
Jh Jd 6c,0.00117,45.46,77.893,74.5039,54.54,150.607,120.052,13.30,6.65,12.41,67.63
Jh Jd 7c,0.00766,55.48,117.882,92.3826,44.52,110.619,108.028,13.25,5.92,11.80,69.03
Jh Jd 8c,0.76331,50.95,111.366,95.043,49.05,117.134,103.819,11.89,7.69,12.63,67.78
Jh Jd 9c,3.14277,50.54,110.272,94.8662,49.46,118.228,103.927,14.34,10.25,11.94,63.47
Jh Jd Tc,0.11296,48.28,99.9507,90.0146,51.72,128.55,108.06,17.63,7.29,6.07,69.01
Jd Tc 2c,19.3245,54.42,106.727,85.2648,45.58,121.773,116.164,11.88,15.15,13.75,59.22
Jd Tc 3c,25.1514,53.82,103.458,83.58,46.18,125.042,117.724,11.83,16.59,13.29,58.29
Jd Tc 4c,20.6364,53.67,103.045,83.4784,46.33,125.455,117.731,11.79,15.53,17.06,55.62
Jd Tc 5c,22.1776,53.14,100.536,82.2553,46.86,127.964,118.733,10.70,17.42,16.99,54.89
Jd Tc 6c,20.1996,53.28,101.808,83.0837,46.72,126.692,117.893,9.72,15.49,17.36,57.42
Jd Tc 7c,32.9234,50.30,88.7417,76.7012,49.70,139.758,122.271,17.30,33.75,0.33,48.63
Jd Tc 8c,33.6527,49.75,86.2922,75.4186,50.25,142.208,123.036,23.63,24.49,5.19,46.69
Jd Tc 9c,73.6907,54.30,109.592,87.7459,45.70,118.908,113.134,11.19,27.28,4.19,57.34
Jh 2d 2c,0.10192,49.18,107.977,95.4678,50.82,120.523,103.102,11.25,17.12,10.03,61.60
Jh 3d 3c,0.28232,51.61,116.001,97.7267,48.39,112.499,101.077,11.83,18.50,9.29,60.38
Jh 3d 2c,2.15365,45.67,77.2571,73.5453,54.33,151.243,121.04,19.13,19.84,27.87,33.16
Jh 4d 4c,3.63867,54.50,123.795,98.7513,45.50,104.705,100.062,10.36,26.20,4.62,58.82
Jh 4d 2c,0.72979,43.59,74.5184,74.3266,56.41,153.982,118.683,17.29,18.12,21.40,43.19
Jh 4d 3c,3.11734,46.33,76.4566,71.7487,53.67,152.043,123.174,21.28,19.36,37.62,21.74
Jh 5d 5c,9.13579,55.20,125.688,99.0052,44.80,102.812,99.7695,9.57,31.08,0.41,58.94
Jh 5d 2c,0.68144,44.50,75.6652,73.9288,55.50,152.835,119.729,14.41,20.84,19.29,45.45
Jh 5d 3c,4.21532,47.57,83.6201,76.421,52.43,144.88,120.153,17.50,21.44,32.02,29.03
Jh 5d 4c,5.53024,48.82,86.6098,77.1348,51.18,141.89,120.536,18.04,15.81,42.12,24.03
Jh 6d 6c,5.39543,56.23,130.225,100.697,43.77,98.2752,97.6143,10.39,23.26,3.19,63.16
Jh 6d 2c,0.58273,46.29,77.3907,72.6874,53.71,151.109,122.327,13.54,19.79,14.91,51.77
Jh 6d 3c,5.03881,49.47,90.5481,79.5743,50.53,137.952,118.71,12.10,20.18,28.99,38.73
Jh 6d 4c,1.74727,46.80,78.6554,73.0722,53.20,149.845,122.463,18.05,19.77,24.16,38.02
Jh 6d 5c,8.37651,49.71,92.5834,80.9708,50.29,135.917,117.516,13.51,14.22,36.54,35.73
Jh 7d 7c,0.34647,54.52,123.624,98.5863,45.48,104.877,100.262,10.73,19.95,5.61,63.72
Jh 7d 2c,1.08592,52.13,105.993,88.4008,47.87,122.507,111.27,12.36,21.09,13.80,52.75
Jh 7d 3c,1.77756,50.14,87.3174,75.7158,49.86,141.183,123.113,13.38,21.72,20.33,44.57
Jh 7d 4c,1.5521,47.70,79.9095,72.8403,52.30,148.591,123.522,15.72,20.41,23.20,40.68
Jh 7d 5c,6.14479,51.81,98.8687,82.963,48.19,129.631,116.967,12.38,22.48,21.42,43.72
Jh 7d 6c,7.2686,51.82,97.1599,81.5132,48.18,131.34,118.533,10.75,17.17,26.44,45.65
Jh 8d 8c,10.0756,54.60,122.618,97.6413,45.40,105.882,101.4,11.48,23.70,0.75,64.07
Jh 8d 2c,8.98181,53.65,111.144,90.0772,46.35,117.356,110.078,11.91,23.80,13.08,51.21
Jh 8d 3c,13.8137,53.21,108.663,88.7956,46.79,119.837,111.347,11.19,25.88,13.61,49.32
Jh 8d 4c,6.14342,50.84,97.426,83.3236,49.16,131.074,115.918,13.75,22.39,20.96,42.90
Jh 8d 5c,11.5118,51.30,99.7749,84.5676,48.70,128.725,114.915,13.10,21.07,24.72,41.11
Jh 8d 6c,7.47052,50.87,98.7872,84.4352,49.13,129.713,114.787,12.99,17.84,20.78,48.39
Jh 8d 7c,31.2728,51.74,98.2934,82.5986,48.26,130.207,117.305,12.55,0.01,46.87,40.58
Jh 9d 9c,17.5251,54.80,118.302,93.8582,45.20,110.198,106.004,12.94,23.90,1.28,61.88
Jh 9d 2c,19.6739,53.54,106.534,86.5094,46.46,121.966,114.144,12.08,28.09,6.30,53.54
Jh 9d 3c,23.7565,52.85,102.624,84.4192,47.15,125.876,116.084,12.88,26.45,10.54,50.12
Jh 9d 4c,22.7375,52.68,103.704,85.5877,47.32,124.796,114.668,13.29,26.46,9.85,50.41
Jh 9d 5c,24.2255,50.95,94.7267,80.8308,49.05,133.773,118.584,14.11,14.18,28.90,42.82
